,information_content,conditional_entropy
0,0.46128283157734884,3.5886430684256982
1,-0.6791307281855027,4.838809226239061
2,-2.272554112181146,5.541635199357211
3,0.5765347526290434,3.2548012258211365
4,2.0587736817405813,2.024130955221943
5,3.1412853344434284,2.090428018606687
6,1.456306907366905,3.661773080737465
7,2.6589512761239056,2.3501834615836117
8,0.2992164925210552,3.29460861172732
9,-0.32483829124566815,5.463120486777933
10,1.545827446928562,5.637971135594647
11,4.226870103427536,2.392385734037056
12,0.7105851165253901,3.8170239222416154
13,2.793661318033646,2.4573442470736846
14,1.2742616126489024,3.8785722270887812
15,3.528200608850384,2.5202838316553566
16,6.193659328268933,2.683873404354941
17,3.6448457642436796,1.9219222699638236
18,4.7823866556593915,3.8403488171910176
19,1.679520893653656,3.517742660452438
20,-2.458019074986395,5.141288356597473
21,3.6478552640492525,2.573730955518936
22,0.9476783180133534,3.667037776556947
23,4.35879945031979,1.2323797374957552
24,0.389839427739293,3.9789078100765325
25,2.7989471805915147,3.734769899422853
26,-1.4779685615952527,4.8174090542658865
27,-0.30518561585446663,3.321436266221111
28,3.2650260392133603,2.9968680075776573
29,0.32888868742686844,2.915569357012702
30,-0.15834032246600338,3.2620690464483353
31,-0.2729458212710813,3.231108947750476
32,4.642587733029022,2.4523359785385233
33,5.1776937816985305,2.6908355773373396
34,-2.4105486975562087,4.698871288476692
35,0.9815627214313165,3.7553717620051326
36,5.7594452786574255,0.9581727983542945
37,4.45732494627915,2.0958126118717972
38,1.1042112930219148,3.971505944525962
39,3.5151585089975264,2.2289894766874143
40,1.5548946012563687,3.5721961266606375
41,4.258563365408175,2.214396427873119
42,-1.4313320788344617,5.684845124841412
43,0.682545737452059,4.816081400784244
44,-2.21036127642558,5.374788498561054
45,0.2316486044646887,5.610780873532645
46,2.337983596301228,3.1182775187227896
47,2.9776918114853332,2.3191094436740816
48,-1.5337371511523288,4.382258190609914
49,3.2289246711356734,3.773752904968504
50,1.421787814885838,3.9086417891462153
51,1.1921063062440143,3.797710141314784
52,1.1072812875587428,3.5135429263074647
53,5.107457251185232,3.760977527607828
54,-2.813690665397882,4.886260579628967
55,5.009885675526654,0.8655595271071033
56,1.9686404400861799,2.0781029589414715
57,0.44739463932041923,3.988920087001895
58,6.358692783978039,1.409289111402669
59,5.6809771520928685,2.767980351299239
60,1.2071323371278768,3.6947916154745624
61,5.614841740347304,1.1300145094335121
62,2.1433029242033927,4.6296593652909275
63,-2.124736973336045,5.548229080096544
64,0.055463827649163015,3.3196036996227507
65,1.5504257862632895,3.781508534074836
66,-0.017723451750749457,5.6128029919102085
67,5.53396914296656,1.9052526597769044
68,3.1164250378658895,1.9427586374683685
69,5.507718357508502,1.1928871395207516
70,5.659125921589411,3.951431264240953
71,3.781683296778206,2.466730607446287
72,4.544939502637154,2.486387505647693
73,2.513411629161176,1.8766417415993053
74,6.08107196736878,2.7616219496525614
75,1.3617572639239977,4.084127021713559
76,4.146098203789695,2.4421330918834303
77,4.761341944466423,3.2730416340067556
78,1.3143475728045133,4.888427075446853
79,5.082720903168164,3.5943497743171973
80,1.9871755305271308,3.419133933208935
81,-2.212886680779032,4.678362001028809
82,4.0867947709784875,2.445270251073969
83,1.1237012573419347,3.511878603193206
84,-0.29641695153460074,3.751789139520313
85,2.1442871569185478,3.9189576117237745
86,4.514683921478521,2.4398381025769638
87,6.849272740271629,0.9911721337418508
88,0.16016258075684148,3.181424293657609
89,4.87966978310452,1.2369720072077186
90,-0.12863607857860454,3.209995089713055
91,6.419988256810196,1.3745128592871225
