,information_content,conditional_entropy
0,3.717885778348221,2.192482124765219
1,5.834150272723501,1.1969319298143248
2,4.079633233024782,1.9872161896822602
3,0.4765771045823668,3.454949261368701
4,4.089754448575293,3.3758032975356134
5,0.9868077022723918,4.070963788115199
6,1.9016384016446293,3.582282479853573
7,2.3190838542510988,3.8852740113920867
8,3.955843911178041,2.402900619639749
9,2.441933772764239,2.2733979822800987
10,1.5132375203583157,3.8736957760258095
11,0.9197633666620719,3.5353115145672476
12,4.2492582563960095,2.6503415570222595
13,0.3155041334889017,3.4736039080510364
14,0.9154156395444568,3.5917672075082177
15,3.96080298797247,2.6274776411496323
16,2.640482994239322,3.730047942196906
17,2.142587837997197,3.963048027051735
18,9.77706251928914,0.0
19,6.1117368029089425,1.1382692804944001
20,1.5140034766884198,2.2357162858955846
21,2.7637029599083656,3.946904184806012
22,1.183465641595841,3.2208573526388853
23,4.759317542089697,2.456200831019821
24,-2.4272221503697975,4.7997933363106595
25,3.1904003151715448,2.0698687539360674
26,2.274726224564019,3.881231296588436
27,1.9526506781159623,3.263526220720623
28,6.090643115389357,1.3414896544722912
29,4.70468447879537,2.2103001855981717
30,1.8507413954372505,4.665869609692574
31,0.43956011349135365,4.223989514724996
32,6.922273181979656,1.3346246897735514
33,0.7367374576418484,3.801515935879484
34,3.720701462841476,2.17173904646293
35,0.5913550703736961,3.270221905126127
36,3.909655634449615,3.447270699155621
37,4.1957994288556915,1.8605646683487485
38,-0.35126998533219245,5.4784633313189355
39,0.26236402862319513,3.689115479131076
40,1.857014060271049,4.0913642297419965
41,4.707157970237052,1.2467549860551026
42,6.333551747650303,2.698247208759502
43,4.320059338034331,2.3897068820474567
44,0.9712665682058697,3.593736845598534
45,4.6416107726174465,0.7389605436596621
46,3.0756873328719516,1.9851069233784928
47,6.64315071847904,2.7700142770488902
48,2.947500298926747,2.2516478896875336
49,-1.4001329056633525,4.543109644122821
50,3.6688895709723366,2.834332672752957
51,-0.5026065290408883,5.748190222273959
52,3.3936225697896445,3.7914183329358555
53,3.627660353598983,3.7985433230992536
54,1.0471305194339564,3.784643181184077
55,-1.0603038902276976,5.545483500926453
56,2.6678243199019698,3.6034220369520233
57,-0.9586133233785225,5.57421090422764
58,0.8827743476193801,3.621980481403421
59,3.3091949398013902,2.2113971296866026
60,4.512293319743987,1.060869764986303
61,1.91791400066183,3.8924227083393514
62,1.9031791463734846,2.14577614082844
63,2.3397464995377786,3.565976491551983
64,1.4206690592788498,4.207085553723485
65,3.402698431494386,2.4034440868945874
66,-0.6745739206160971,6.032728424612721
67,5.727956426379795,2.3163838842065774
68,4.6369395662698585,1.3570864279105512
69,3.541486639135041,2.918311686511414
70,2.605366302051371,3.9931292674794188
71,1.1038394342825837,4.075768784940347
72,-1.1233026824729726,5.29053879105544
73,3.271018743992832,2.154900025939531
74,-0.7087505354919023,5.153483163857267
75,-1.3094518696887205,5.575301385744398
76,3.5956516395470564,2.257378657890565
77,2.1406302616857658,3.5362755322381907
78,0.17031148871484586,3.028262655155731
79,6.609501346638893,2.3463858249206235
80,1.9208790367406068,4.06542666694794
81,-0.40615581323977074,4.743701332725415
82,1.982688271088538,3.90361721369232
83,0.6059203019745796,3.4994258902045847
84,2.526447852747919,3.5644651266817213
85,-1.1495625528960922,5.001028854127068
86,3.15851925161047,2.8620062436301668
87,-1.0467063139503876,4.327527437075339
88,2.0598526969682385,3.548379830450059
89,4.061018393898133,2.651756535670426
90,3.3696818955806953,2.485921999342855
91,8.94444709765347,0.7555173586638544
92,1.6644268114668932,3.285353258468519
93,2.973243712401559,2.4170987038753253
94,4.105443076732351,3.6204630298040947
95,0.7764198281395582,5.400750579532249
96,1.7206603958895377,2.4298290999020073
97,2.8001137206796547,2.6738221009020195
98,2.4384813226202713,3.6021534088702976
99,4.29567275587716,4.994454252831612
100,0.8233633858173779,5.551145897670358
101,1.2206333125730475,3.8262432375460502
102,2.7776942604097568,2.5240081070011833
103,-0.5441705395586864,4.940096047248593
104,1.3914793904164886,3.9698409486810444
105,7.1633130824330475,0.9066514618355788
106,-1.7192530171634184,5.127312110480638
107,1.9093017047652336,4.11202543736375
108,0.33251883785232544,5.666639534665281
109,2.6510327299805847,2.773589553146911
110,-0.852560342084743,4.85198327346974
111,5.1839411000343505,1.3858776527114092
112,6.162756358556352,2.657097377475696
113,4.029386691698476,2.729443258643281
114,5.891023065673218,1.1401245147865509
115,3.7955041259980673,1.5966930489295563
116,4.872269661464837,0.7754783968692754
117,3.155076235157503,2.2742053053177305
118,3.7782457159179996,2.5215967558139223
119,2.134654879920489,2.935610231656252
120,3.9135589388534537,3.646737706112549
121,1.6912599630171732,3.6413064905492827
122,5.389840897545163,2.4897155599744596
123,4.498489845644577,2.0847563916497647
124,2.8763315323564096,2.1681133860349395
125,1.519580585440104,3.196245922602893
126,2.814113190151017,2.070648997426195
127,3.7349544773263355,2.5865364992978566
128,-0.06446901874516968,5.263812422691967
129,5.574557214127955,1.1298358097199144
130,1.668479162353004,4.0863477203514
131,-0.2963730642434385,5.749823804616193
132,3.3954126299020966,2.269657678016748
133,1.9742452598100697,3.5510125085297197
134,0.179700981966133,3.741270885406143
135,0.02984821450792299,3.4471694062569282
136,-1.9789665968457164,5.11214066266936
137,-0.20190666171859536,3.72309311738085
138,0.9661255169604731,3.5246650743079844
139,2.943024417040024,4.261963731907199
140,6.5519320450522,1.174491997032901
141,-0.004504444541003526,5.866681805836608
142,6.945763712322063,1.1298047900295436
143,1.5150688526257916,2.0889580242542185
144,4.912829959362623,1.3874273273873974
145,0.6111753403317397,3.826134965004401
146,5.268330696324878,2.5360298583678405
147,5.370008255954522,0.9966087715173548
148,4.7563208215489245,2.268574878289556
149,-0.2705371336694905,3.1960575631619057
150,3.3295898229122773,2.454625032434878
151,-0.9702707633526303,5.693592508988569
152,1.5189783856969434,4.699875333013784
153,1.7771064907971839,3.3583559893747155
154,6.137364070008724,3.735980126330629
155,4.487110726167681,2.474697405028458
156,1.0424211891939128,3.6026460844863
