,information_content,conditional_entropy,Expt2,Expt6
1,2.75843321884,2.68331137832,,
2,0.18198156019,2.44716520773,,
3,1.05141186989,3.20578023552,,
4,0.790225698079,2.53082494406,,
5,2.44202165296,1.52057693712,,6
6,1.27554046519,2.85720584963,,
7,8.41173104415,0,,
8,2.88203721504,1.81984140465,,
9,0.915520924291,2.52194753667,2,
10,2.50097185077,2.67753686673,,
11,1.40681856259,2.64083756131,,
12,4.77895015862,0.944508127372,,
13,1.15935435316,2.77164308177,,
14,-0.0497892416449,2.2167065992,,
15,-0.217494021619,3.89935727472,,
16,2.34340582517,2.58675235753,,
17,2.50547476858,1.68128200416,,
18,-2.48053613805,3.57039493077,,6
19,3.01858774469,1.36886228437,,
20,1.30520221062,3.00453387192,,
21,5.08105375962,0.464771614755,2,
22,0.289728546511,2.3995257209,,
23,-1.6659653322,3.87065785086,,
24,4.54311083895,0.645983617875,,
25,3.18808707816,1.56038918499,,
26,1.62507569053,2.4795451806,,
27,3.03016737779,1.39246427195,,
28,-1.65034067584,3.29011339732,,
29,3.52069176687,1.5192825802,,
30,-1.0688115535,3.77370060418,,
31,2.60193963983,2.73468937694,,
32,2.50316297728,1.27476609526,2,
33,0.474073929391,2.50767382434,,
34,3.92048617241,1.75758049938,,
35,3.41781213758,1.58540314788,,
36,-1.51869995022,3.78013625927,,
37,3.98258706644,1.9158515793,,
38,4.3085567284,2.78419562067,,
39,-0.0482406267914,2.31477821192,,
40,-1.50662433558,3.97946141996,,
41,3.26153034824,1.50007379195,,
42,1.09883301617,2.6347037293,,6
43,4.42359054677,1.52608444744,,
44,-2.0083654145,3.26354141632,,
45,3.01973234164,1.55425626458,,
46,1.73797194632,2.67889941236,,
47,1.76156796621,2.66878725218,,
48,0.235233118183,2.41407533722,,
49,7.32211437655,1.6001905205,,
50,-2.72566315763,3.37971701757,2,
51,7.14550214601,0.81937980443,,
52,0.270121667458,3.71879973282,,
53,7.51562496807,0.731334405706,,
54,0.605886425976,2.27072512081,,
55,4.09243273174,1.81885158072,,
56,6.58140901784,1.67640344291,,
57,5.22582173993,1.78449686779,,
58,-0.584573200828,3.96840747979,,
59,4.81527782642,1.73044178546,,
60,4.69131673429,2.50268204658,,
61,1.84249971661,2.71569557636,,
62,9.01675971679,0,,
63,1.44458333686,2.60864753891,,
64,4.63111979261,1.80594933565,,
65,1.49218369897,2.69909240569,,
66,6.23259321457,1.56702296898,,
67,-0.612593800151,3.74543979427,,
68,-2.03851742365,3.3716362057,,
69,2.73976084163,1.56812077923,,
70,3.46151479928,1.87198468274,,
71,4.5204879025,1.5239948906,,
72,-0.324483014389,2.62142526033,,
73,0.918519863116,2.91474183997,,
74,2.07836437248,1.27065338598,,
75,3.23150825973,1.5930253167,,
76,-2.119456032,3.33283570991,,
77,4.39904830799,1.68419323974,,6
78,3.97403147857,1.79437617915,,
79,0.179670626548,2.53362568344,,
80,0.559532347664,2.83599973779,,
81,0.0309678954736,2.8106431737,,
82,1.98874355983,1.50260238504,,
83,-0.169552703825,2.71366051237,,
84,0.265780013387,2.12470145489,,
85,5.04928036693,0.699130844398,,
86,2.36580235203,2.18000100973,2,
87,0.624038081138,2.37427165936,,
88,3.13880321714,1.60297526133,,
89,7.60688503935,0,,
90,1.16275142189,2.46775496828,,
91,4.2878167399,1.81520998762,,
92,3.71485840923,1.2558925939,,
93,1.95848215788,2.73846446533,,
94,1.9961636786,2.61472058896,,
95,1.94859805531,1.50045589393,,
96,0.404938593842,4.06517252291,,
97,0.779227978322,2.89537119494,,
98,2.38915715359,1.68828756772,,
99,-0.556792648574,2.47411832267,,
100,3.50019353523,1.83276770167,2,
101,1.6289147986,1.35045129033,,
102,4.93241320818,1.78164391709,,
103,1.63133329953,2.68165803751,,
104,6.41615286908,0.914550887211,,
105,3.71080053151,2.40918809553,,
106,4.1313761016,2.69500848385,,
107,1.01315754207,3.59841420066,,
108,1.39384025128,3.26963871148,,
109,-0.724237257307,3.4311620958,,
110,-1.56297067018,3.54535835056,,
111,2.82600735831,2.56401484551,,
112,3.62085424824,1.74286940899,,
113,0.976734463133,2.17093697954,2,
114,3.83076234495,1.48061873769,,
115,1.16083827926,2.42624190587,,
116,1.64706343837,2.01977943883,,
117,3.44687189802,2.69303605049,,
118,3.11163064904,0.635229551065,,
119,6.8419654922,0.85601003688,2,
120,-1.10683265853,3.33642591028,,
121,-0.884688328764,3.67820491435,,
122,0.488053611102,3.7212562801,,
123,-0.536902205655,2.39661445038,,
124,2.51171169074,2.1138521357,,
125,-1.47519289029,3.80777250798,,
126,0.767667988071,2.48220576468,,
127,5.27369616823,1.45283133414,,
128,2.64221537202,3.22414786909,,
129,-0.349423061087,4.12777085582,,
130,3.68863541152,2.59476709651,,
131,1.8673519726,1.59559900122,,
132,1.67686613949,2.82874910855,,
133,2.78417866458,1.43072506613,,
134,2.86277843591,2.67902409312,,
135,5.64038815466,2.52523024816,,
136,0.474287790256,2.65853732535,,
137,1.82031723878,1.52512972764,,
138,1.69520264177,2.85707329672,,
139,2.8298413465,1.74871794425,,
140,3.5571160471,1.33392212633,,
141,0.588559880435,2.3983706125,,
